"ITEM_ID","ITEM_DESCRIPTION"
621231,"ANNUAL MAINTENANCE SERVICE OF ELECTRONIC WEIGHING SCALES WITH STAMPING - 31 KG CAPACITY ESSAE"
703290,"OXYFENVET 220MG"
55028,"GI SHEETS"
354240,"CRYOCAN MODLE TA55 WITH CANISTER"
660276,"ROTEX Actuator Service kit(seal kit),QTF150E-8"
670286,"TETRAPAK 50KL SEPARATOR OUTLET DEVICE COMPRESSION SPRING"
354277,"VOUCHER BOOK"
565216,"MCB 3 POLE 20 AMP"
609257,"SD FINE POTASSIUM CHROMATE-500G 20199K05"
752305,"BEARING 71816-C-PH"
304233,"STUD TEE FITTING MALE THREAD BSPP G1/2,  10MM AIR TUBE"
765296,"3MM SILICON RUBBER SHEETING"
161186,"TUBE JK 7.50*16"
793297,"1FEETx1 FEET COPPER PLATE"
793300,"SHAFT SEAL, HILGE CONTRA, PART NO:42913"
810309,"CIRCULATION PUMPS FOR ACID AND LYE TANKS (SANITIZER TANK) 700 LTRS"
783293,"Seqrite End Point Security Business Ed,For 3 Years"
9823,"18.5*18.5 INCHES POSTER WITH STICKER"
192230,"Gasket 0007-1798-550"
807293,"76 MM LIP SEAL"
831366,"JAMBOO COOLER"
776292,"CORNER O'RING TL-10"
832352,"ALL ROUND GASKET"
778330,"MOZZARELLA SHRED/ DICE/ BLEND CHEESE QUALITY REPORT"
6207,"Attendnce register for employes"
847341,"GOOD LIFE ORANGE MILK CHOCO 18 GM"
8465,"PANEER POUCHES 200GRM.( MULTI COLOR )"
861337,"LABOR CHARGES BOILER CLEANING,FIRE CHAMBER AND TUBES"
660261,"PRINTED COTTON HDPE/PP CLOTH BAGS(50KG)"
6879,"DOUBLE SIDE TAPE"
860337,"HIGH PRESSURE HOSE 20NB*650MM"
870338,"BASMATI RICE"
6156,"Rack steel (Big size"
882353,"10 CLIP FILES"
883361,"MILD STEEL AGRICULTURAL MS HOE OR MAMMOOTTY GARDEN"
874339,"SERVICING OF ACB 1600AMPS U-POWER OMEGA (L & T)"
887382,"ACRYLIC-UV PRINTING ON 20mm ACRYLIC-MOMENTO"
858348,"OR GASKET 003.6375/90"
891450,"SERVICE OF  82 WATTS SINGLE PHASE INDUCTION MOTOR"
7798,"SOLENOID COIL PN_018F6176_220VAC_8W_ 50HZ-DANFOSS"
9681,"BULK MILK COOLER 10,000LTR."
8972,"PETRIFILM-COLIFORM"
901406,"1'' TEE"
868348,"Foundation bolts 20mm thk x500mm length"
11140,"Calcium carbonate-500 GRM, CaCO3"
908385,"STARCH SOLUBLE LR(500GM) T B"
886388,"38MM LOWER GASKET"
897384,"IDMC SOLENOID VALVE GASKET"
914389,"SUPPLY AIR FAN FOR SFB/WELL MIX-SECTION WITH ANNUBAR TYPE FLOWMETER"
915469,"Air Dehumidifier Fully Inspectable"
915440,"TESTING OF SKIMMED MILK POWDER"
915455,"TESTING OF PANEER BURFI"
909394,"IDMC MECH SEAL FOR PUMP MODEL CLA 20-150/BMT-13 5HP MOC : SIC/SIC/EPDM"
919492,"4'' CUT OFF WELL"
919519,"OMNIVORES DILEMMA BOOK"
906383,"RAW EFFLUENT WATER TEST (SAMPLE)"
8323,"P.O.Red Paint"
927445,"MOBILIZATION & SAMPLING CHARGES"
927463,"1000 X 20 APPOLO ENDURACE MD TYRE"
915482,"500 ML GHEE TINS"
919535,"REPAIR AND SERVICE OF PEDA VATS"
932450,"UPVC UNION 80MM"
949458,"LABOUR CHARGES FOR FILTRATION OF TRANSFORMER OIL, OIL BDV TEST WITH TEST REPORTS"
964453,"Servicing of Bush Cutter Machine"
452219,"L&T MAKE POWER CAPACITOR 25KVAR MODEL :LTBCD325B2 , STANDARD DUTY , TYPE: BOX"
960456,"Sensor Clip (SS)"
354424,"ALFA-ALFA-200 100ML"
959444,"HD OIL, PART NO-91111114011"
991522,"AIR RECEIVER"
991542,"600/C ALUMINUM PAINT 1LTR GEM"
8061,"SCREW"
992533,"SERVICE & MAINTENANCE OF ESSAE WEIGHING SCALE-DS450SS-15KG 450131127346"
992499,"HARDWARE(PKT) 50X10"
998472,"FIELD INSTRUMENTS"
6150,"Ammonia compressor 40 application Log book"
975454,"BINDING OF A4 SIZE VOUCHER"
1010514,"KNAIF BLADE"
1017498,"(553210227-00)REAR STRIP HOLDER"
1017503,"(558210064-00)PRESSURE ADJUSTMENT GROUP"
1021483,"COMMERCIAL GLAND ROPE HERO 8MM"
551216,"DIASPEL 1kg"
1026483,"ADDITIONAL HUMAN RESOURCES FOR ERP DEVELOPMENT FOR THE PERIOD OF 4 MONTHS"
1028494,"REPLACEMENT OF PTT PCB, BACK LIGHT"
1029499,"PURCHASE OF NATURAL GAS TO NMPC"
225174,"CHEDDAR CHEESE CULTURE"
1035487,"REFLECTIVE TAPEYELLOW -500MTR"
1036485,"Providing and Fixing of Shamiyana"
1037482,"5MM PINNED GLASS"
6206,"From Register"
988459,"MINOR REPAIR FOR ANY CHAIR (NET, SCREW, VALVES)"
1038488,"AUTOMATIC SEAMER SEAMING CHUCK"
987479,"MOP CLIP"
1019497,"ADCHROME INJ"
1034514,"SS 3P SELECTOR SWITCH 3 POSITION WITH 2 NO"
352173,"JUTE BAG (GIFT BAG) SIZE - 12 X 10 X 4 INCHES"
992530,"GHEE PET JAR STICKERS - 01 LTR"
1039513,"Bosch 355 mm Bench Top Cut off Saw GCO 220 Professional"
1056508,"T20BW-PTFE SEAL RING"
1062528,"Tab. TONACT GOLD 40"
1069527,"BOYS CRICKET FOURWAY LYCRA NAVY BLUE PANT"
819321,"HP/DELL CUSTOMIZED DESKTOP COMPUTER INTEL CORE I7, 16 GB RAM, 1TB SSD, WINDOWS 10 PRO ,DVD R, 32 INCH DISPLAY, MS OFFICE, WIRED USB KEYBOARD AND MOUSE"
1073536,"CALDEE-12"
11215,"inactive- (RL) 500ML"
1058523,"EASY FIX"
1060532,"Egli 2T CBMM Power Unit Deep groove ball bearing   Part no.5305.030.3005"
1102547,"FLAT BRUSH"
1118530,"ORACLE CLOUD INFRA SERVICES"
1064532,"Supply and Installation of table cloth"
1064533,"Supply and Installation of kitchen chimny"
407223,"FERITAS 10ml."
1109527,"Supply and Installation of Inverter type cassete AC unit with Accessories of capacity 3 TR 4 way"
1136574,"MY POWDER 1kg"
31001,"TATA 407 VEHICLE BATTERY XP800 HCV,12V,80AH MAKE EXIDE"
82026,"STEEL DINNER PLATE"
10160,"LACTOMETER"
59025,"DOXY 1 L DR FORTE"
54182,"ROUND LANCETS"
68026,"EXECUTIVE OFFICERS TABLE"
110026,"Lenovo ThinkPad P15v (15”)"
6324,"CHIT CHAT CHOCOLATE 11 GM"
142085,"D-LINK GIGABITE 8-PORT SWITCH"
155177,"SUCTION HOSE KIT - OIL RESISTANT for RootScrubs M/c"
131027,"Purchase Order Pad Size:13.4"" x 8"""
105027,"IDMC MILK PUMP INNER & OUTER MECHANICAL SHAFT SEAL FOR 7.5 HP"
235318,"BETAVAC O RING 57 OD"
235302,"BETAVAC ZB5-AL4 PUSH BUTTON"
235272,"DIMA O-RING SEAL 0174 BO0174S"
279172,"Product Sensor with cable for LINX 8840"
107029,"D-LINK RJ 45 CONNECTOR"
90030,"STRETCHER"
145039,"Air Blower Motor"
81031,"3 PLY CORRUGATED BOX WITH PARTITION FOR NANDINI HEALTHY LIFE LITE 100 ML"
235201,"DIMA SEAL KIT FWALC19/T"
235244,"DIMA HOPPER HOOK 611000070231"
285173,"GLUCONO DELTA LACTONE SG (GDL)"
140033,"BOWL DISC BOTTOM   6-58302881"
7052,"BEARING BALL 6209 Z Z"
6503,"HYDRALIC TROLLEY"
127028,"SHRIKHAND STRAWBERRY 150 GM"
9323,"DIVOCHURN"
111045,"POP SCREW"
205175,"GI Bend Ø1"""
8555,"EAUCHEM - VDS-154(FEED WATER CHEMICAL)"
271175,"Crompton Highspeed 400mm"
252172,"UV PESTO FLASH TUBE LIGHT LENGTH-17.5INCH"
145076,"LED tube light fittings with LED tubes and transparent cover 230V 2x20Watts"
105028,"IDMC MILK PUMP INNER & OUTER MECHANICAL SHAFT SEAL FOR 5.0 HP"
381175,"KAHALP-100	DOSEMID 10ml"
354324,"KAHALP-52 CEPHALEX I.U. 60ML"
144030,"High Mast LED Light Fitting 200 watts (Mundra,Philips,Goldwyn LED)"
63043,"ROSE PET BOTTLE 200 ML"
9217,"ETHANOL ABSOLUTE 99.9% 500ML"
8453,"LD/LLDPE  POLY FILM PKG 500GM. WMP- 3 COL"
304276,"GUIDING RING 96*100*10 J04910179"
116073,"TEFLON CLOTH 200 HORIZANTAL  1428247"
116065,"GASKET 38  4296621"
51015,"LONG NOTE BOOKS 100 PAGES"
54107,"BETADINE OINTMENT"
54139,"HANSAPLAST ROUND"
192253,"Seal Inner, Silicon Carbide - U2 64 101661+"
205181,"SIEMENS VFD 6SL32101K260AF1 30KW"
304251,"3NA 7822 ORC 63AMPS HRC FUSE SIZE 00 TYPE:OFF SET TAG(CONFIRMS TO IS-13703) BREAKING CAPACITY>80KA 415V AC 50HZ"
7269,"V-BELT SPC-4000 PIX"
371176,"DOMINO WASH 1 LITRE WL-210"
347174,"STEEL INDUSTRIAL LOCKERS 900 X 400 X 1850MM"
294179,"SOLENOID COIL MODEL 018F6701 230 V 50HZ 12WATTS PIN TYPE"
379188,"BIENNIAL REFILLING OF FIRE EXTINGUISHERS CO2 9 KGS"
6215,"Gate pass book general"
387216,"SCHNEIDER HMI HMIGXU3512"
385178,"HILL BRUSH COTTAN  MOP REFILL (Regular)"
249172,"20 PAIR JELLY FILLED ARMOURED TELEPHONE CABLE"
500217,"PET BOTTLE GOOD LIFE VANILLA 200"
508221,"20 KL BACTOFUSE (BB35)"
175192,"MAGNET SWITCH, 440N-G02137"
350179,"ALFA LEVEL PHE  RING GASKET MS-10 M6-3233064996"
538216,"JERKINS-OUTER MATERIAL:WATER PROOF / PVC,INNER MATERILA :CHAINA / MICRO FABRIC"
439216,"ACID PROOF TILES JHONSON ENDURA  2FEETX2FEET  20MM THICK   IVORY COLOUR"
8449,"(INACTIVE ITEM) LDPE FILM SHUBAM 1000ML(MILITARY)-3 COLOUR"
281173,"UPS (3.5 KVA) Luminous, 4 Tubular Batteries, Battery Stand"
523231,"BONDED STATOR, PART NUMBER-2220 PUMP SERIES DMAB54LW6SF1N"
144052,"Oil Refill Valve Assembly 3V964DEM1910"
145042,"GALVALUME SHEET 18"" X 4 SQFT"
597249,"PP FILM, GHEE 1LIT.- 5 COLOUR"
610241,"PARCHMENT PAPER 100GM SB GREEN 125MM"
8474,"(INACTIVE ITEM) LDPE FILM SAMRUDHI FCM 500 ML-3 COLOUR"
496218,"""Weg 3 Phase induction Motor, KW/HP: 11/15 , RPM : 1455"
308202,"CDC Male Straight (G-thread) PC08-G03"
8302,"CLOTH EMERY MEDIUM"
624237,"DESCALING SOLUTION FOR MILKO SCREEN"
617229,"V-Belt VE.013.01(CF-250) , DKAL460-31"
454216,"SOFTNER M.S TANK: SIZE: DIA 1500MM X 2000 MM HEIGHT X 08 MM THICK."
549234,"MODULE,E.DOT+,0,35MMNOZZLE SERVICE,7301604"
633263,"SHRIKHAND BUTTER SCOTCH 100 GM"
639254,"MUTTON MASALA  100G"
610234,"SD FINE EOSIN YELLOW WATER -25G 44027G25"
655291,"SUPPLY OF ANHYDROUS AMMONIA GAS IN 50 KG CARBON STEEL CYLINDER"
655280,"EFTION INJ VETDRUG219"
655271,"BIOXY LA INJ VETDRUG 256"
571218,"TASKY ROCKING SWITCH 4122550"
630239,"DURAWIPE SANKE MATT THICKNESS 6MM"
50004,"pneumatic valve seal kit EPDM Seal-SV1-4.0 Material:H206270"
8778,"HEAVY DUTY WATER METER 2 FLANG TYPE"
521217,"SS304 FLAT  50MM*4MM(WIDTH*THICKNESS)"
652266,"MULTI FUNCTION PRINTER B1022/B1025"
10121,"AMMETER 0-400AMPS 96X96MM"
637238,"1 kg MOZZARELLA BLOCK POUCHES"
633255,"O RING ART NO: 33108635"
704271,"VETDRUG 333-ECARE SE ORAL"
579278,"REDEMA-10ml-VETDRUG 168"
6017,"BLUE REFIL REYNOLDS 045"
431219,"O-RING KIT - FOR SHROUD V(C/S)90 B D=Ø234.32 T=5.33 EPDM WRAS/NSF 70 SHORE (2 PCS) POS. 412.01"
657333,"QTF125E-13W ROTEX ACTUATOR SERVICE KIT (REPAIR KIT)"
670267,"ALUMINIUM PLAIR ,BEARING SET PART NO:DM0099-AO5"
8592,"500GRM CHEESE BLOCK CARTON"
730288,"CREAM STORAGE TANKS (Jacketed)5 KL"
731296,"EXPLOSION VENTPANELS FOR POWDER-SILO"
589229,"COM STATIONERY PLAIN 70 GSM SINGLE PART A4 SIZE PAYMENT VOUCHER  NANDINI LOGO"
696261,"ANNUAL MAINTENANCE SERVICE OF LINX CODING MACHINE"
709278,"Turbmax-212"
304183,"STRAIGHT STUD FITTING MALE THREAD BSPP G1/8,   6MM AIR TUBE"
304200,"STUD ELBOW FITTING MALE THREAD METRIC M5*0.8,  6MM AIR TUBE"
304207,"STUD ELBOW FITTING MALE THREAD BSPP G1/4,  4MM AIR TUBE"
765295,"METAL GLAND, 240SQMM"
753306,"ACTIVATED CARBON FILTER WITH FRONTAL PIPING"
767302,"SUPPLY & INSTALLATION OF ASSEMBLED MOTOR TERMINALS FOR FRAME B4CKET"
803299,"GODREJ NAVTAL 7 LEVER"
761293,"Weigh bowl gasket-ID 215 X OD 250 X 17"
775291,"PHE PLATES 1234L"
761316,"Door track roller"
831345,"BACK DROP SCREEN(12'X100')"
831365,"TEEPOY"
840336,"HIGH LEVEL SENSORS, LOW LEVEL SENSORS, MIDDLE LEVEL SENSORS FOR ALL TANKS"
646311,"Toothed belt HTD 640-8M-30	1201665"
648287,"shaft seal	2201456"
646317,"Sealing ring	1202677"
646334,"Radial Shaft seal D65*D85*B10	1204807"
646327,"Sealing Roller with counter-Pressure bar/Plastic 6mm	2105933"
778334,"WEEKLY HYGIENE AND HOUSE KEEPING REPORTS - POWDER PRODUCTION"
793301,"GASKET 38, PART NO:4296031"
6668,"0007-1800-390 GASKET"
860345,"GL RAISING & NUTS MILK CHOCO 36 GM"
800301,"L&T MN2 O/L RELAY RANGE 1.4 TO 2.3 AMPS"
734287,"43 INCH TV WITH ALL ACCESSORIES"
59042,"HEALTH FAUCET"
880383,"ONE TIME INFRASTRUCTURE SETUP AS PER ESDS' STANDARD SOW"
6196,"Transfer for finished goods"
483248,"Upvc tee  50mm"
883379,"SERVICE ENGINEER DEPUTATION CHARGES PER MAN-DAY-for Siemens nake AC Drive G120 11kW products installed at Kanakapura Dairy"
891421,"SERVICE OF  2.0 HP 3 PHASE INDUCTION MOTOR"
712291,"STEAM FILTER ELEMENT SS 07/25  ELECSTERP-GS 07/25 VE 25 MIC"
901388,"1 1/2'' CPVC PIPES SDR11-LENGTH"
902398,"D10509-P-DIMETHYLAMINO BENZALDEHYDE-25GM, MAKE-NICE"
902405,"3454022-R M VALUE APPARATUS-300ML, MAKE-BOROSIL"
765326,"O-RING, MAKE:ALFA LEVEL, PART NO:6-65201 00"
6348,"PEN DRIVE 1GB"
878346,"Mechanical seal for 50KL/100KL PMST Agitator"
836335,"Teflon gasket Sheet (2 mm thick ,1 X2 meter length )"
897379,"IDMC STANDARD CONTROL UNIT"
881391,"ASIAN PAINTS APCOLITE SKY BLUE  0125"
915439,"TESTING OF PANEER"
915457,"TESTING OF EQUIPMENT SWAB"
915450,"TESTING OF PROCESSED CHEESE CUBE"
9345,"ARGON GAS FULL CYLINDER"
10181,"AMYLE ALCOHOL (200ltr carbuoy) FOR MILK TESTING"
902426,"SPLIT GLAND FOR CN 125-315 L3"
885381,"15 NB PRS VALVE SPARE KIT EPH 1"
5003,"GHEE JAR 50 ML OLD"
919510,"Set Of Horizontal Shaft Bearing & Circlips (3 Pcs)  832005003,MAKE:SPX,MODEL:SE41V,SERIAL NO:M02768"
937448,"CARBON SEAL RING FOR SPX PUMP"
909388,"WEIGH BRIDGE-60MT (SOLUR CHILLING CENTRE AMC WITH STAMPING)"
778319,"SCHMERSAL SAFETY SWITCH ,MODEL:BNS 260 STW-AS-R"
914399,"Maintenance & service for  AJ/NEO1H(DYE) -LOCAL SL.NO-30280050250512."
956444,"SERVICING OF MOTHER BOARD EPABX SYSTEM"
956458,"OVAL SPOONS"
963459,"12V/7AH SMF BATTERY"
965461,"DICLOSAFE 30ML"
944444,"AMC FOR CANON PRINTER"
980460,"INK ROLLER(CODING)"
984455,"COPPER WASHER PART NO.8120"
930455,"KIPP index knob CODE:42125"
973458,"E & H VERTEX TYPE STEAM  FLOW METER -6'' 7F2C1F-7M12/0, PROWIRL F 200,7F2C1F, DN150"
992496,"HARDWARE(PKT) D/LOCK"
997477,"HEAD LIGHT RELAY AND LIGHT CHECK UP"
991530,"DUODOS pump spare :O-Rings, make: Buna-N Rubber, Part No: 560-101-360"
1006476,"SD FINE SODIUM HYDROGEN PELLETS-PURIFIED-500G 40167K05"
6963,"Load Cell 1 TON CAPACITY (B922) Make: ESSAE"
1007472,"SPACER SLEEVE MOVI 32/14 HWD PUMP"
989476,"IGNITION ELECTRODE"
958444,"Supply Installation of  HVLS Fan"
735293,"SPRING (SCREW/STD)  (CS 08 300-200)"
1010522,"GAS CAN"
924474,"VALVE ASSY BREATHER ALUMINUM,PART NO:A020030"
1004473,"CONTROL MODULE FOR 7.5 HP VFD DRIVE"
1009482,"Diaphragm for 3/4'' Rotex Solenoid vlave"
1019504,"FEED FILTER(DUPLEX)"
1020483,"MILK PUMP (SILO UNLOADING, FEED PUMP) SUITABLE BOOSTER PUMP"
1020485,"HOT WATER PUMP"
1021482,"RUBBER SHEET BLACK PREMIUM 3mm"
1013496,"FAN IMPELLER FOR EXISTING CURD COLD ROOM , MODEL NO. 630/4-4/P4ZR/35/PAG"
1018504,"MAXIMILK EYE DROPS"
10401,"WALL CUTTING BLADE"
1028508,"EXPANSION JOINT TREATMENT IN BUILDING"
612230,"MECHANICAL SHAFT SEAL FOR MILK PUMP"
1034517,"AG General Foot valve"
531229,"524059 UNIVERSAL MICRO TIP BOX 96 PLACES 200-1000UL"
988460,"NEW HAND FOR TABULAR OR COMPUTER, CUSHION CHAIRS"
1047514,"Additional Infra vCPU – 16 vCPU to 10.10.239.9"
1034513,"DIN RAIL"
1050501,"Installation of SS cascade geyser effect fountain at Bangalore dairy premises."
1057530,"Calibration of Metal Detector for FE 1.0mm, 4.00mm,5.00mm"
1047526,"Outdoor control panel board box 2’X2’"
1062540,"Providing and laying of 100mm thick Pre-cast cover slabs over road side drain"
1054525,"COMPREHENSIVE BIENNIAL MAINTENANCE CONTRACT FOR 2 KVA LUMINOUS UPS AT CHILLING CENTERS"
1076553,"PRINTED VINYL STICKER & WALL PASTING (3 x 2) FT)"
1080534,"SEXED SEMEN HF"
1081535,"REFURSHING OF PU BELT BY REPLACING THE NECESSARY CLEATS AND REDUCTION OF OVERALL LENGTH"
1089526,"APC 6 KVA MAIN PCB BOARD REPLACEMENT"
117059,"LV AC MACHINERY DRIVE, 1.1KW, ETHERNET  5A321011"
1091549,"BOROSIL VOLUMETRIC FLASK 1000ml- MC 5641029"
1096547,"SUPPLY & INSTALLATION OF SUITABLE COMPUTER SYSTEM WITH ALL NECESSARY HARDWARE & SOFTWARE REQUIRED FOR THE MIS SYSTEM AT CCR"
1095526,"AFLATOXIN M1 TESTING"
1084549,"DC Link Coil Large Dh Frame 78uH  for VFD SL.No-008206H018"
1100537,"Divos C1-VM60 30Kg IN"
1110537,"AMARON BATTERY A 95D26R"
354400,"HIMALAYAN BATISA 100GM-KAHAUR-205"
655276,"IVERMECTIN 100ml"
1108526,"BIOGAS FLOW METER WITH DISPLAY"
1136581,"GAS ANALYSERS CDA802-OX CO2 & O2"
82040,"HOT BOX 10 LITER"
54203,"LN BLOC 10MG"
54124,"DETTOL SOAP"
8138,"TOILET BRUSH ROUND"
9426,"CBMM SALT FOR BUTTER"
145092,"HP Desktop EliteDesk 800 G5 MT"
39001,"SKIM MILK POWDER 100 GM"
6293,"COOKIES COCONUT 100 GM"
227175,"EPSON LQ 1310CARTRIDGE RIBBON REPLACEMENT"
228172,"TERMINAL BLOCK RELAY CAT 700-TBR24"
155173,"LIP-INNER 850 for RootScrubs M/c"
235291,"BETAVAC RM-28020-M-50 CYLINDER"
198173,"ThinkTop AS-i3.0 Gland 1-sol. 6mm 3/2 6-9612 61 5512"
59052,"PURE WHITE ENAMEL"
161201,"BACK TYRE JK 8.25*20"
289172,"ACE FIRE HYDRANT DRY POWDER 6KGS"
141070,"NRV_ServiceKit_WetEnd_25mm"
314172,"3 PLY CORRUGATED BOX FOR 5 KG CAPACITY PEDA"
307173,"FOOT VALVE 2"", 2½"""
369174,"Supply, Installation & Commissioning of Refrigeration Equipment for Curd Blast & Curd Incubation Room at Bangalore Dairy on Turnkey Basis"
84043," PHILLIPS [NEBULIZER] RESPIRONICS"
316174,"PENCIL CARBON PAPER SIZE:420 MM x 330 MM"
269180,"Guide Ring v001.06277"
380210,"KAHALP-4 AMCIN-D 30ML"
10469,"4"" CUTTING WHEEL"
33002,"(INACTIVE ITEM) CONDUCTIVITY TRANSMITTER-DN 50 UNION"
148172,"INACTIVE ITEM (COMPUTER WORKING TABLE)"
370172,"ATOMISER RAM PUMP SPRING C-250 DKA513100536"
284185,"Electronic valve control unit 42413"
6412,"OFFICE FILE WITH CLIPS"
54163,"REFRESH LIQUIGEL"
8104,"EXID BATTER 12V 12AH"
246172,"PRINTRONIX P-8010 LINE MATRIX PRINTER(1000 LINES PER MINUTE)"
10233,"Cattle Feed Stock Book-DCS"
399220,"ALFA LAVAL V-BELT SPA, L=982, NX910 ALDEC 20 61240439-05"
379182,"BIENNIAL REFILLING OF FIRE EXTINGUISHERS MECHANICAL FOAM 9 LTRS"
6211,"Reynold pen (red)"
385180,"Hill Brush ALUMINIUM HANDLE (SIZE:1360*25MM)"
378184,"UTRREVIVE 1 LITER"
8677,"FINOLEX/ASHIRVAD/SUPREME PVC 6"" PIPE 6 MTR LTH 6KG/S.CM PRESSURE(EACH LENGTH OF 6 METERE)"
296174,"FESTO 6MM PUN-H AIR TUBE"
415221,"1.5"" Truff"
284182,"Holding edge pressing tool 1428581"
9476,"AVALAKKI"
9326,"CAUSTIC SODA FLAKES"
552224,"Maida Flour"
9466,"URAD DAL"
532223,"KINEMATIC VISCOSITY BATH  KVB-P4"
412219,"Refilling of CO2 gases"
523226,"PRESSURE GAUGE 0-10KG/CM2 - 4INCH DIAL BOURDON/ BAUMER"
579252,"VETDRUG 306-BENTIN-200ml"
526242,"WATER METER  3"" WITH BUTTERFLY VALVE & FLANGES"
451219,"ATLAS COPCO KIT DRAIN WSD250-750"
346175,"GOLD PEG O-RING, EPDM, BS313  GB-00216"
485216,"PRINTRONIX MAKE LINE PRINTER P8000 HD CARTRIDGE PART NO 259886-104"
574217,"""POLYSTER CHEESE_WEIGHING_CONVEYOR BELT 446*1510*2 TAPER STRIPE BLUE PU, MATTE"
510229,"SPIRAX TD3 TRAP 15NB"
562216,"SWITCH BAR FOR CONTROL MODULE T-VIS M-1/S3"
6044,"Letter head pad big size"
479218,"Alfa level 50 kl separator  Sealing kit inlet Part No 6-59623751"
43011,"FUEL FILTER FF5511 WITH O RINGS"
11097,"WELDED MESH 1X1"
589226,"AIR CYLINDER MS9-LFR-G-D7-C-U-V-RG-BAR-AS  PART NO:562531"
195173,"BALL BEARING MAKE:SKF MODEL:6210/2Z/C3"
526216,"FORM SHOULDER(FORMAT-135)-200gm, Part no- 0612018001"
526218,"FRONT DIE-HASTELLOY, Part no-0638015801"
387228,"DIGITAL POINTER MICROMETER"
525216,"SONDEX/IDMC/THERMAX PHE FRONT BLOCK - 6KL (HOT WATER) S14"
571241,"TURBMAX-361 DE-ODORISER"
413231,"LEADER BALL VALUE (GATE VALUE)¾"" inches"
10460,"ALLUMINIUN SELF SUPPORTING LADDER 12FT."
600233,"JOHNSON PUMP KGEN 12-6-IMPELLER SS"
652289,"DIASPEL  VETAL310"
377172,"COCU TAB 100'S"
345175,"PACKO O-RING PUMP CASING -FP /60-40 /112"
629244,"LUMINOUS 3KVA ONLINE UPS WITH INBUILT BATTERY"
539227,"O-ring 80x2   ,  Part no:2242633"
541256,"Sight glass DN100  ,  Part no:2124854"
639285,"Pulley assembly 32 teeth,19005"
659282,"VERIOLINUM-200"
667261,"PROVIDING ROAD TANKER FOR TRANSPORTATION OF FURNACE OIL FROM M/S. IOCL/HPCL/BPCL"
668261,"AUTOMATIC MILK COLLECTION UNIT WITH AUTO EMT"
146048,"Spare part kit non return valve  LKC-2 51.0 AISI304 EPDM"
354288,"BRUSHES FOR SAMPLE BOTTLE"
639239,"EVT061 CONNECTION CABLE"
659262,"OPTIBELT  SUPER XPOWER M=S XPB3350"
579296,"BOROSIL GRADUATED REAGENT BOTTLE WITH SCREW CAP 100ML"
609243,"TARSON PIPETTE BULB"
579288,"FERROESULPHATE-1000s-VETDRUG 155"
579230,"BILSULFA-100ml-VETDRUG 295-"
431220,"O-RING FOR STAGE CASING V(C/S)90B D=Ø94.62 T=5.33 EPDM 55990 WRAS 70 SHORE POS. 412.03"
7910,"PUMP SEAL KIT PART NO.10-108C"
645279,"ESSAE ANNUAL MAINTENANCE SERVICE OF ELECTRONIC WEIGHING SCALES WITH STAMPING - 300 KG CAPACITY ESSAE"
692262,"APRON-WHITE XXL"
703283,"2.6INCH M.S LONG BEND"
6405,"TAGS COTTON"
767317,"ANNUAL SURVEILLANCE AUDIT"
678267,"SS REDUCER 50*25MM HEAVY DUTY THICKNESS 3MM"
772305,"LETTER BRUSH"
627229,"SUPPLY OF LADIES UNIFORM SAREE  SUPER COMOCREPE,METRIAL 6.3 METERS EACH SAREE (5.5 METER WITHOUT BLOUSE & 6.3 METERS WITH BLOUSE)"
781289,"76 MM SPRING ALONG WITH LIMITER WITH PIPE PUNCH"
782298,"STAMPING OF CHECK WEIGHER"
161193,"FRONT TYRE APPOLO Heavy goods vehicle 10*20-R(Radial) 10-R-20"
802296,"DISINFESTATION OF PACKING MACHINE"
801298,"SD FINE IODOPHORE"
805293,"INSTALLATION & COMMISSIONING OF ASI GATEWAY"
814293,"M SAND"
140041,"RED SOIL(KEMMANNU)"
824321,"STICKER 20% ON MRP"
805300,"FENNEL SEEDS (SOAMP)"
192221,"Gasket 0007-2393-830"
826343,"AIR DISTRIBUTION GRID"
778295,"Air Filter Fanfolded   MEGA, SERIAL NO:277"
828330,"Providing civil consultancy service"
646312,"PU Thood belt 	2209706"
646319,"Toothed Wheel HTD T5 N=34	2106918"
7366,"PUSH BUTTON WITH ELEMENT RED GREEN"
856346,"ALKALI DOSING TANK"
831340,"TAB. REACTIN 50"
832343,"K GROOVED RING PART NO:80209401010"
862347,"REGULAR PHOTOGRAPHY(02 CAMERAS)"
860342,"AMC OF FULLY AUTOMATED CANTEEN COUPON MANAGEMENT SYSTEM SOFTWARE"
59044,"ASIAN APEX EXTERIOR EMULSION - 8440  RIVER SILT"
816311,"U-SEAL FOR ACTUATOR-PU-OSEU XM1800000000000000 PART NO.12A#"
881386,"COMPLETE MECHANICAL WAVE SPRING"
881380,"SOMAY SAKY SENSE SMART SENSOR SAKY PILLAR TAP FAUCET| B0BX3GRQ8B(272230050011)"
10483,"HSS HACKSAW BLADE"
880366,"GASKET SHEET METALIC 3 MM"
883362,"MILD STEEL DOUBLE DIGGING HOE GARDEN"
884380,"SPARE TTO LEAF SPRINGS(PK6)"
885378,"CLEANING OF OVERHEAD TANK 10000 LTRS CAPACITY"
888427,"LDPE SPICED BUTTER MILK- 200ML 3 COLOUR"
877338,"GASKET FOR  FRICK -27 AMMONIA PUMP FLPA 04"
855339,"ATLAS COPCO MOTOR BEARING KIT-2901206302"
